,AGENT_EXECUTING,AGENT_EXECUTING_PENDING,AGENT_SCHEDULING,AGENT_SCHEDULING_PENDING,AGENT_STAGING_INPUT,AGENT_STAGING_INPUT_PENDING,AGENT_STAGING_OUTPUT,AGENT_STAGING_OUTPUT_PENDING,CANCELED,DONE,FAILED,NEW,UMGR_SCHEDULING,UMGR_SCHEDULING_PENDING,UMGR_STAGING_INPUT,UMGR_STAGING_INPUT_PENDING,UMGR_STAGING_OUTPUT,UMGR_STAGING_OUTPUT_PENDING,U_AGENT_EXECUTING,U_AGENT_QUEUING,U_AGENT_QUEUING_EXEC,U_AGENT_SCHEDULING,U_UMGR_BINDING,U_UMGR_SCHEDULING,experiment,hid,pid,sid,uid,util_u_eprep,util_u_equeue,util_u_exec_app,util_u_exec_cu,util_u_exec_orte,util_u_exec_rp,util_u_pre_exec,util_u_total,util_u_unschedule
120,13636.188899993896,13636.18700003624,13592.298899888992,13592.297499895096,13592.24110007286,13591.154299974442,13800.052900075912,13800.045000076294,,13803.05360007286,,13591.032599925995,13591.152600049973,13591.151400089264,13591.153699874878,13591.152899980545,13803.053099870682,13800.05730009079,163.85610008239746,0.001399993896484375,0.0018999576568603516,43.888100147247314,0.001199960708618164,0.11880016326904297,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000120,0.007400035858154297,0.007100105285644531,,0.15520000457763672,,0.10689997673034668,0.13750004768371582,163.87380003929138,
121,13636.248899936676,13636.19519996643,13593.825000047684,13593.823699951172,13593.332299947739,13591.322499990463,13797.407899856567,13797.405699968338,,13799.19269990921,,13591.202300071716,13591.320899963379,13591.31970000267,13591.322000026703,13591.321199893951,13799.192399978638,13797.412600040436,161.156800031662,0.0013000965118408203,0.05369997024536133,42.37019991874695,0.001199960708618164,0.11739993095397949,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000121,0.006200075149536133,0.05839991569519043,,0.1735999584197998,,0.12509989738464355,0.1500999927520752,161.218199968338,
122,13636.309900045395,13636.290799856186,13593.805199861526,13593.80379986763,13593.332299947739,13591.488800048828,13798.930700063705,13798.92879986763,,13803.05360007286,,13591.339400053024,13591.48709988594,13591.485100030899,13591.488199949265,13591.487499952316,13803.053099870682,13798.93700003624,162.6188998222351,0.001399993896484375,0.019100189208984375,42.485599994659424,0.0019998550415039062,0.14569997787475586,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000122,0.0060999393463134766,0.02369999885559082,,0.18980002403259277,,0.1256999969482422,0.17139983177185059,162.64540004730225,
123,13636.59870004654,13636.596800088882,13593.765199899673,13593.763799905777,13593.332299947739,13591.611900091171,13798.723999977112,13798.721999883652,,13803.05360007286,,13591.500099897385,13591.609499931335,13591.6085999012,13591.611000061035,13591.610100030899,13803.053099870682,13798.72939991951,162.12329983711243,0.001399993896484375,0.0018999576568603516,42.831600189208984,0.0009000301361083984,0.10850000381469727,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000123,0.009199857711791992,0.006600141525268555,,0.21270012855529785,,0.14960002899169922,0.18849992752075195,162.13269996643066,
124,13636.664000034332,13636.602900028229,13593.785300016403,13593.783900022507,13593.332299947739,13591.748600006104,13799.438400030136,13799.436399936676,,13803.05360007286,,13591.634299993515,13591.746299982071,13591.743499994278,13591.747799873352,13591.746799945831,13803.053099870682,13799.448100090027,162.77239990234375,0.001399993896484375,0.061100006103515625,42.81760001182556,0.00279998779296875,0.10920000076293945,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000124,0.006799936294555664,0.0652000904083252,,0.22499990463256836,,0.1577000617980957,0.19639992713928223,162.84050011634827,
125,13637.205800056458,13637.203899860382,13593.705399990082,13593.70409989357,13593.332299947739,13591.882299900055,13801.368200063705,13801.36610007286,,13803.05360007286,,13591.768500089645,13591.878999948502,13591.87700009346,13591.881500005722,13591.88019990921,13803.053099870682,13801.373399972916,164.1603000164032,0.0013000965118408203,0.0019001960754394531,43.49849987030029,0.0019998550415039062,0.10850000381469727,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000125,0.006799936294555664,0.00690007209777832,,0.18709993362426758,,0.12800002098083496,0.16449999809265137,164.1702001094818,
126,13637.27079987526,13637.211400032043,13593.72519993782,13593.723900079727,13593.332299947739,13592.003299951553,13800.158999919891,13800.148900032043,,13803.05360007286,,13591.890199899673,13592.000599861145,13591.998699903488,13592.001899957657,13592.00099992752,13803.053099870682,13800.165400028229,162.87810015678406,0.0012998580932617188,0.05939984321594238,43.48620009422302,0.0018999576568603516,0.10850000381469727,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000126,0.006000041961669922,0.06469988822937012,,0.1894998550415039,,0.13280010223388672,0.16819977760314941,162.95449995994568,
127,13637.328700065613,13637.218699932098,13593.745500087738,13593.744199991226,13593.332299947739,13592.133499860764,13796.791199922562,13796.784800052643,,13799.19269990921,,13592.018300056458,13592.129400014877,13592.128200054169,13592.132099866867,13592.130100011826,13799.192399978638,13796.795899868011,159.45609998703003,0.0013000965118408203,0.1100001335144043,43.47319984436035,0.001199960708618164,0.10989999771118164,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000127,0.008699893951416016,0.11510014533996582,,0.1707000732421875,,0.13450002670288086,0.15109992027282715,159.59899997711182,
128,13637.8125,13637.810299873352,13593.685400009155,13593.684000015259,13593.332299947739,13592.28719997406,13800.658200025558,13800.656100034714,,13803.05360007286,,13592.159499883652,13592.285500049591,13592.283400058746,13592.2867000103,13592.285799980164,13803.053099870682,13800.663800001144,162.84360003471375,0.001399993896484375,0.0022001266479492188,44.12489986419678,0.0020999908447265625,0.12390017509460449,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000128,0.008199930191040039,0.006700038909912109,,0.13610005378723145,,0.08969998359680176,0.11080002784729004,162.8533000946045,
129,13637.8734998703,13637.816600084305,13594.445499897003,13594.444099903107,13594.423500061035,13592.434700012207,13802.073999881744,13802.07220005989,,13805.583499908447,,13592.308399915695,13592.43280005455,13592.430099964142,13592.434200048447,13592.433099985123,13805.583400011063,13802.078899860382,164.19870018959045,0.001399993896484375,0.0568997859954834,43.371100187301636,0.0027000904083251953,0.12170004844665527,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000129,0.012000083923339844,0.061299800872802734,,0.1575000286102295,,0.10619997978210449,0.13560009002685547,164.262699842453,
130,13637.936199903488,13637.823999881744,13594.577499866486,13594.576200008392,13594.423500061035,13592.556999921799,13800.456399917603,13800.452899932861,,13803.05360007286,,13592.444799900055,13592.55529999733,13592.554600000381,13592.556400060654,13592.555700063705,13803.053099870682,13800.461099863052,162.51670002937317,0.0012998580932617188,0.11220002174377441,43.24650001525879,0.0006999969482421875,0.10980010032653809,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000130,0.007100105285644531,0.11679983139038086,,0.16809988021850586,,0.11100006103515625,0.14700007438659668,162.63709998130798,
131,13637.994999885559,13637.914499998093,13594.518399953842,13594.51709985733,13594.423500061035,13592.687299966812,13801.265699863434,13801.263799905777,,13803.05360007286,,13592.573600053787,13592.684099912643,13592.682499885559,13592.6859998703,13592.684799909592,13803.053099870682,13801.271499872208,163.2688000202179,0.0013000965118408203,0.08049988746643066,43.39610004425049,0.001600027084350586,0.10889983177185059,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000131,0.00690007209777832,0.08480000495910645,,0.18110013008117676,,0.11949992179870605,0.16189980506896973,163.35660004615784,
132,13638.325700044632,13638.323299884796,13594.474299907684,13594.472899913788,13594.423500061035,13592.809799909592,13798.527899980545,13798.518399953842,,13803.05360007286,,13592.696699857712,13592.808099985123,13592.806999921799,13592.809400081635,13592.808500051498,13803.053099870682,13798.532399892807,160.1926999092102,0.001399993896484375,0.0024001598358154297,43.848999977111816,0.0011000633239746094,0.11030006408691406,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000132,0.009399890899658203,0.0065000057220458984,,0.13840007781982422,,0.0943000316619873,0.11889982223510742,160.20939993858337,
133,13638.383100032806,13638.330300092697,13594.59719991684,13594.595900058746,13594.423500061035,13592.94319987297,13799.44989991188,13799.437700033188,,13803.05360007286,,13592.820999860764,13592.932100057602,13592.930500030518,13592.93650007248,13592.933899879456,13803.053099870682,13799.457900047302,161.05460000038147,0.0012998580932617188,0.05279994010925293,43.733100175857544,0.001600027084350586,0.10950016975402832,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000133,0.005499839782714844,0.057000160217285156,,0.13680005073547363,,0.09280014038085938,0.11459994316101074,161.12200021743774,
134,13749.002700090408,13749.001199960709,13594.557899951935,13594.556600093842,13594.423500061035,13593.068099975586,13909.435100078583,13909.433399915695,,13911.824100017548,,13592.947900056839,13593.063099861145,13593.062399864197,13593.065999984741,13593.063899993896,13911.823499917984,13909.44000005722,160.43069982528687,0.0012998580932617188,0.0015001296997070312,154.4433000087738,0.0006999969482421875,0.11449980735778809,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000134,0.004799842834472656,0.005500078201293945,,0.07030010223388672,,0.06570005416870117,0.05649995803833008,160.43860006332397,
135,13750.913500070572,13750.911900043488,13594.49429988861,13594.493000030518,13594.423500061035,13593.198499917984,13911.750599861145,13911.74900007248,,13913.74580001831,,13593.083699941635,13593.196799993515,13593.19470000267,13593.197999954224,13593.19720005989,13913.745699882507,13911.755300045013,160.83550000190735,0.0012998580932617188,0.001600027084350586,156.4176001548767,0.0020999908447265625,0.11100006103515625,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000135,0.004999876022338867,0.005500078201293945,,0.07200002670288086,,0.06279993057250977,0.058099985122680664,160.84340000152588,
136,13750.962699890137,13750.917500019073,13594.537999868393,13594.536799907684,13594.423500061035,13593.34969997406,13909.441400051117,13909.434400081635,,13911.824100017548,,13593.217299938202,13593.348099946976,13593.34549999237,13593.3492000103,13593.348399877548,13911.823499917984,13909.445899963379,158.4717001914978,0.001199960708618164,0.04519987106323242,156.37950015068054,0.002599954605102539,0.12820005416870117,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000136,0.0065000057220458984,0.04900002479553223,,0.0745999813079834,,0.06570005416870117,0.06029987335205078,158.52920007705688,
137,13751.01390004158,13750.923700094223,13595.638700008392,13595.63739991188,13595.514999866486,13593.483999967575,13910.142199993134,13910.140500068665,,13911.824100017548,,13593.36209988594,13593.478600025177,13593.476799964905,13593.482199907303,13593.47939991951,13911.823499917984,13910.147199869156,159.12660002708435,0.0013000965118408203,0.09019994735717773,155.2850000858307,0.0018000602722167969,0.1147000789642334,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000137,0.005399942398071289,0.09389996528625488,,0.0708000659942627,,0.06329989433288574,0.057000160217285156,159.22319984436035,
138,13751.063400030136,13750.929499864578,13595.658400058746,13595.657099962234,13595.514999866486,13593.625099897385,13909.44720005989,13909.43549990654,,13911.824100017548,,13593.512599945068,13593.62299990654,13593.621799945831,13593.624599933624,13593.623800039291,13911.823499917984,13909.45140004158,158.3720998764038,0.0013000965118408203,0.13390016555786133,155.2710998058319,0.001199960708618164,0.10920000076293945,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000138,0.004999876022338867,0.13790011405944824,,0.07229995727539062,,0.06640005111694336,0.057700157165527344,158.52439999580383,
139,13789.390899896622,13789.38940000534,13595.559400081635,13595.558099985123,13595.514999866486,13593.7609000206,13950.818899869919,13950.816999912262,,13953.927299976349,,13593.648699998856,13593.758499860764,13593.757099866867,13593.760200023651,13593.759299993515,13953.927099943161,13950.823800086975,161.42610001564026,0.0013000965118408203,0.0014998912811279297,193.82999992370605,0.001399993896484375,0.10839986801147461,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000139,0.0048999786376953125,0.005399942398071289,,0.07150006294250488,,0.0643000602722168,0.05739998817443848,161.43420004844666,
140,13789.441099882126,13789.395400047302,13595.599299907684,13595.5976998806,13595.514999866486,13593.883199930191,13949.206300020218,13949.204499959946,,13951.41939997673,,13593.76959991455,13593.880100011826,13593.878299951553,13593.88220000267,13593.881000041962,13951.419300079346,13949.210599899292,159.76340007781982,0.001600027084350586,0.0456998348236084,193.79610013961792,0.0018000602722167969,0.10870003700256348,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000140,0.005400180816650391,0.049700021743774414,,0.07039999961853027,,0.06480002403259277,0.05709981918334961,159.8157000541687,
141,13791.303699970245,13791.302099943161,13595.579400062561,13595.57809996605,13595.514999866486,13594.038699865341,13950.11159992218,13950.109600067139,,13951.41939997673,,13593.908299922943,13594.036900043488,13594.035099983215,13594.038100004196,13594.03719997406,13951.419300079346,13950.11610007286,158.8059000968933,0.0013000965118408203,0.001600027084350586,195.72269988059998,0.0018000602722167969,0.1268000602722168,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000141,0.005300045013427734,0.005500078201293945,,0.13740015029907227,,0.06259989738464355,0.12350010871887207,158.8140001296997,
142,13791.352799892426,13791.307899951935,13595.61879992485,13595.617500066757,13595.514999866486,13594.202300071716,13947.399600028992,13947.39779996872,,13951.41939997673,,13594.05579996109,13594.200700044632,13594.198999881744,13594.201799869537,13594.200999975204,13951.419300079346,13947.403800010681,156.04500007629395,0.0012998580932617188,0.044899940490722656,195.68910002708435,0.0017001628875732422,0.14319992065429688,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000142,0.00520014762878418,0.048799991607666016,,0.07380008697509766,,0.10329985618591309,0.05769991874694824,156.09650015830994,
143,13792.716000080109,13792.714200019836,13595.539999961853,13595.538599967957,13595.514999866486,13594.350399971008,13955.359200000763,13955.356699943542,,13956.614000082016,,13594.22769999504,13594.348599910736,13594.347599983215,13594.349799871445,13594.348999977112,13956.613800048828,13955.364599943161,162.64069986343384,0.001399993896484375,0.0018000602722167969,197.1742000579834,0.0009999275207519531,0.11989998817443848,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000143,0.005299806594848633,0.005700111389160156,,0.08069992065429688,,0.06560015678405762,0.06729984283447266,162.64910006523132,
144,13792.765899896622,13792.720700025558,13596.709500074387,13596.708199977875,13596.605299949646,13594.483000040054,13952.434200048447,13952.432100057602,,13953.927299976349,,13594.365099906921,13594.478100061417,13594.474099874496,13594.48189997673,13594.479500055313,13953.927099943161,13952.439199924469,159.66620016098022,0.0013000965118408203,0.04519987106323242,196.01119995117188,0.004000186920166016,0.10899996757507324,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000144,0.007200002670288086,0.049199819564819336,,0.07400012016296387,,0.06780004501342773,0.059799909591674805,159.7186999320984,
145,13792.81769990921,13792.726599931717,13596.75,13596.748699903488,13596.605299949646,13594.65799999237,13950.415099859238,13950.413100004196,,13953.927299976349,,13594.493900060654,13594.654900074005,13594.653899908066,13594.65719985962,13594.656100034714,13953.927099943161,13950.419300079346,157.59540009498596,0.0013000965118408203,0.09109997749328613,195.97659993171692,0.0010001659393310547,0.15999984741210938,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000145,0.007600069046020508,0.09500002861022949,,0.07410001754760742,,0.0652000904083252,0.05949997901916504,157.69320011138916,
146,13792.921000003815,13792.91939997673,13596.72989988327,13596.728600025177,13596.605299949646,13594.79239988327,13951.3234000206,13951.32139992714,,13953.927299976349,,13594.674900054932,13594.790600061417,13594.789299964905,13594.791800022125,13594.790999889374,13953.927099943161,13951.328500032425,158.40039992332458,0.0012998580932617188,0.001600027084350586,196.18950009346008,0.0013000965118408203,0.11439990997314453,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000146,0.005199909210205078,0.005700111389160156,,0.0717000961303711,,0.06319999694824219,0.05730009078979492,158.40869998931885,
147,13793.527600049973,13793.5257999897,13596.650099992752,13596.648699998856,13596.605299949646,13594.925899982452,13958.074699878693,13958.072999954224,,13958.84870004654,,13594.805000066757,13594.92190003395,13594.920099973679,13594.924200057983,13594.922600030899,13958.848500013351,13958.079400062561,164.5453999042511,0.001399993896484375,0.0018000602722167969,196.87569999694824,0.0018000602722167969,0.11509990692138672,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000147,0.005499839782714844,0.005900144577026367,,0.07120013236999512,,0.06690001487731934,0.05730009078979492,164.55380010604858,
148,13793.578999996185,13793.531899929047,13596.669600009918,13596.668299913406,13596.605299949646,13595.09200000763,13953.943599939346,13953.94169998169,,13956.614000082016,,13594.960700035095,13595.089200019836,13595.08730006218,13595.091500043869,13595.089499950409,13956.613800048828,13953.948600053787,160.36269998550415,0.0013000965118408203,0.047100067138671875,196.86229991912842,0.0018999576568603516,0.12660002708435059,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000148,0.005199909210205078,0.05110001564025879,,0.08469986915588379,,0.0672001838684082,0.06820011138916016,160.4163999557495,
149,13793.629800081253,13793.537999868393,13596.689199924469,13596.68799996376,13596.605299949646,13595.243099927902,13954.754299879074,13954.752300024033,,13956.614000082016,,13595.118399858475,13595.241199970245,13595.239700078964,13595.242599964142,13595.241600036621,13956.613800048828,13954.760400056839,161.12249994277954,0.001199960708618164,0.09180021286010742,196.84879994392395,0.0014998912811279297,0.12130022048950195,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000149,0.005800008773803711,0.09590005874633789,,0.08270001411437988,,0.06709980964660645,0.0652000904083252,161.2214000225067,
150,13793.943300008774,13793.941299915314,13596.630599975586,13596.62919998169,13596.605299949646,13595.369699954987,13955.663100004196,13955.661299943924,,13956.614000082016,,13595.254999876022,13595.368000030518,13595.36629986763,13595.36929988861,13595.36829996109,13956.613800048828,13955.668099880219,161.71799993515015,0.001399993896484375,0.002000093460083008,197.31069993972778,0.0017001628875732422,0.11129999160766602,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000150,0.005500078201293945,0.007400035858154297,,0.08100008964538574,,0.07289981842041016,0.06459999084472656,161.7283000946045,
151,13794.0,13793.94989991188,13597.754899978638,13597.753599882126,13597.674299955368,13595.492500066757,13954.047499895096,13954.045300006866,,13956.614000082016,,13595.380800008774,13595.490099906921,13595.489199876785,13595.491499900818,13595.490400075912,13956.613800048828,13954.053400039673,160.04530000686646,0.0013000965118408203,0.050100088119506836,196.1949999332428,0.0009000301361083984,0.10839986801147461,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000151,0.005199909210205078,0.055299997329711914,,0.07800006866455078,,0.06970000267028809,0.06259989738464355,160.10400009155273,
152,13794.052299976349,13794.03939986229,13597.71580004692,13597.714499950409,13597.674299955368,13595.617899894714,13957.170099973679,13957.16840004921,,13958.84870004654,,13595.505800008774,13595.61610007286,13595.614599943161,13595.617399930954,13595.616499900818,13958.848500013351,13957.178499937057,163.11610007286072,0.0013000965118408203,0.012900114059448242,196.32359981536865,0.0015001296997070312,0.10879993438720703,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000152,0.005199909210205078,0.018500089645385742,,0.08249998092651367,,0.06700015068054199,0.06750011444091797,163.13709998130798,
153,13794.14610004425,13794.144200086594,13597.696300029755,13597.694900035858,13597.674299955368,13595.762799978256,13955.561199903488,13955.559200048447,,13956.614000082016,,13595.64359998703,13595.760400056839,13595.758599996567,13595.762300014496,13595.761300086975,13956.613800048828,13955.566900014877,161.41310000419617,0.001399993896484375,0.0018999576568603516,196.447900056839,0.0018000602722167969,0.11500000953674316,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000153,0.0048999786376953125,0.006999969482421875,,0.08800005912780762,,0.07699990272521973,0.0717000961303711,161.4229998588562,
154,13794.203299999237,13794.150700092316,13597.735300064087,13597.733999967575,13597.674299955368,13595.893300056458,13952.331000089645,13952.328999996185,,13953.927299976349,,13595.77480006218,13595.891000032425,13595.889699935913,13595.892800092697,13595.891999959946,13953.927099943161,13952.336199998856,158.12569999694824,0.0013000965118408203,0.05259990692138672,196.41540002822876,0.0013000965118408203,0.11489987373352051,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000154,0.0062999725341796875,0.05669999122619629,,0.08729982376098633,,0.07960009574890137,0.07200002670288086,158.18510007858276,
155,13794.263999938965,13794.157399892807,13642.938299894333,13642.936800003052,13642.807499885559,13641.566200017929,13920.186399936676,13920.184700012207,,13923.922699928284,,13641.452699899673,13641.56469988823,13641.561800003052,13641.565700054169,13641.56500005722,13923.922600030899,13920.190399885178,125.92070007324219,0.0014998912811279297,0.10660004615783691,151.21909999847412,0.0028998851776123047,0.1091001033782959,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000155,0.007200002670288086,0.11069989204406738,,0.06690001487731934,,0.10470008850097656,0.0504000186920166,126.034099817276,
156,13794.451299905777,13794.449300050735,13642.874799966812,13642.873100042343,13642.807499885559,13641.703299999237,13923.918999910355,13923.917200088501,,13926.24279999733,,13641.582299947739,13641.701499938965,13641.69889998436,13641.702699899673,13641.701799869537,13926.24230003357,13923.923899888992,129.465900182724,0.0016999244689941406,0.0019998550415039062,151.57450008392334,0.002599954605102539,0.11660003662109375,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000156,0.006100177764892578,0.006000041961669922,,0.07879996299743652,,0.0718998908996582,0.0634000301361084,129.47450017929077,
157,13794.507600069046,13794.455800056458,13642.895699977875,13642.894299983978,13642.807499885559,13641.84080004692,13920.991699934006,13920.990000009537,,13923.922699928284,,13641.721299886703,13641.838500022888,13641.837599992752,13641.84030008316,13641.83879995346,13923.922600030899,13920.995399951935,126.48239994049072,0.001399993896484375,0.05180001258850098,151.56010007858276,0.0009000301361083984,0.11630010604858398,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000157,0.005699872970581055,0.0559999942779541,,0.07899999618530273,,0.07410001754760742,0.06260013580322266,126.54119992256165,
158,13794.568099975586,13794.462199926376,13642.958899974823,13642.957599878311,13642.807499885559,13641.981299877167,13921.797699928284,13921.7960999012,,13923.922699928284,,13641.854500055313,13641.979700088501,13641.977599859238,13641.980799913406,13641.980000019073,13923.922600030899,13921.802999973297,127.2279999256134,0.0013000965118408203,0.10590004920959473,151.50329995155334,0.002100229263305664,0.12309980392456055,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000158,0.0060999393463134766,0.1099998950958252,,0.07579994201660156,,0.07760000228881836,0.057000160217285156,127.34069991111755,
159,13794.624099969864,13794.468899965286,13642.98090004921,13642.979599952698,13642.807499885559,13642.111000061035,13920.996700048447,13920.99110007286,,13923.922699928284,,13641.999099969864,13642.109299898148,13642.108500003815,13642.110499858856,13642.109600067139,13923.922600030899,13921.000299930573,126.36700010299683,0.0013000965118408203,0.15520000457763672,151.48799991607666,0.0007998943328857422,0.10940003395080566,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000159,0.0055999755859375,0.15980005264282227,,0.07829999923706055,,0.07150006294250488,0.06059980392456055,126.53640007972717,
160,13794.85909986496,13794.857199907303,13642.917700052261,13642.916199922562,13642.807499885559,13642.237200021744,13923.210599899292,13923.208699941635,,13926.24279999733,,13642.125200033188,13642.235499858856,13642.23409986496,13642.236700057983,13642.235800027847,13926.24230003357,13923.214400053024,128.34960007667542,0.0015001296997070312,0.0018999576568603516,151.9394998550415,0.001399993896484375,0.10889983177185059,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000160,0.005300045013427734,0.0060999393463134766,,0.08680009841918945,,0.08240008354187012,0.07120013236999512,128.3585000038147,
161,13794.916300058365,13794.864899873734,13644.07139992714,13644.069999933243,13643.899199962616,13642.358500003815,13923.312599897385,13923.310899972916,,13926.24279999733,,13642.246200084686,13642.356699943542,13642.355000019073,13642.358000040054,13642.357100009918,13926.24230003357,13923.316999912262,128.39459991455078,0.001399993896484375,0.051400184631347656,150.79349994659424,0.0016999244689941406,0.10879993438720703,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000161,0.0060999393463134766,0.05540013313293457,,0.09420013427734375,,0.08299994468688965,0.0755000114440918,128.45320010185242,
162,13794.97000002861,13794.962100028992,13643.922800064087,13643.921200037003,13643.899199962616,13642.493399858475,13922.803999900818,13922.802399873734,,13926.24279999733,,13642.382299900055,13642.491600036621,13642.49079990387,13642.492899894714,13642.491999864578,13926.24230003357,13922.808000087738,127.83239984512329,0.001600027084350586,0.007899999618530273,151.03929996490479,0.0008001327514648438,0.10850000381469727,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000162,0.013399839401245117,0.012400150299072266,,0.11829996109008789,,0.09420013427734375,0.10130000114440918,127.84770011901855,
163,13795.037100076675,13794.973000049591,13644.051199913025,13644.049900054932,13643.899199962616,13642.611799955368,13922.809400081635,13922.80360007286,,13926.24279999733,,13642.500699996948,13642.609999895096,13642.608999967575,13642.611200094223,13642.610300064087,13926.24230003357,13922.812900066376,127.7664999961853,0.0012998580932617188,0.06410002708435059,150.92180013656616,0.0009999275207519531,0.10829997062683105,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000163,0.0065000057220458984,0.0717000961303711,,0.11570000648498535,,0.11059999465942383,0.09890007972717285,127.84879994392395,
164,13795.09719991684,13794.98810005188,13643.990000009537,13643.98860001564,13643.899199962616,13642.748800039291,13923.007899999619,13923.006099939346,,13926.24279999733,,13642.631099939346,13642.74699997902,13642.74329996109,13642.748300075531,13642.747400045395,13926.24230003357,13923.01189994812,127.90890002250671,0.001399993896484375,0.1090998649597168,150.99810004234314,0.0037000179290771484,0.11220002174377441,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000164,0.006600141525268555,0.11319994926452637,,0.11080002784729004,,0.11039996147155762,0.09290003776550293,128.02509999275208,
165,13795.159300088882,13794.994600057602,13644.010400056839,13644.009000062943,13643.899199962616,13642.872799873352,13923.515399932861,13923.51340007782,,13926.24279999733,,13642.760799884796,13642.871000051498,13642.869699954987,13642.872299909592,13642.871299982071,13926.24230003357,13923.519999980927,128.35409998893738,0.001399993896484375,0.16470003128051758,150.98420000076294,0.0013000965118408203,0.10890007019042969,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000165,0.006199836730957031,0.1689000129699707,,0.1184999942779541,,0.11630010604858398,0.10209989547729492,128.52609992027283,
166,13795.574699878693,13795.573100090027,13643.969599962234,13643.968199968338,13643.899199962616,13643.01359987259,13924.839299917221,13924.837399959564,,13926.24279999733,,13642.89829993248,13643.010799884796,13643.00889992714,13643.013099908829,13643.011499881744,13926.24230003357,13924.844199895859,129.26270008087158,0.001399993896484375,0.0015997886657714844,151.60350012779236,0.0018999576568603516,0.11059999465942383,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000166,0.005300045013427734,0.005800008773803711,,0.13229990005493164,,0.12400007247924805,0.11510014533996582,129.2711000442505,
167,13795.984499931335,13795.982699871063,13643.94319987297,13643.941799879074,13643.899199962616,13643.162899971008,13924.226300001144,13924.224299907684,,13926.24279999733,,13643.041699886322,13643.161400079727,13643.159899950027,13643.162400007248,13643.1617000103,13926.24230003357,13924.230700016022,128.23979997634888,0.001399993896484375,0.0018000602722167969,152.03949999809265,0.0015001296997070312,0.11820006370544434,exp2,nid27639,pilot.0000,rp.session.two.jdakka.017623.0004,unit.000167,0.0062999725341796875,0.005800008773803711,,0.42170000076293945,,0.12549996376037598,0.4049999713897705,128.24819993972778,
